Date,Region,SalesRep,Customer,Category,Product,Revenue,COGS,OperatingExpense,Units,BudgetRevenue
2026-03-11,West,Riley,Customer 16,Software,CRM,7760.36,3205.02,1343.29,22,8003.5
2026-02-08,East,Jordan,Customer 50,Hardware,Laptop,12903.97,4662.43,2406.07,21,13588.42
2025-02-12,North,Riley,Customer 44,Software,ERP,31536.17,13038.59,4623.18,16,30596.58
2025-11-24,East,Morgan,Customer 5,Hardware,Laptop,33229.07,14475.64,5992.01,16,35556.44
2026-05-30,West,Morgan,Customer 22,Services,Training,16184.83,7273.98,2622.2,11,15519.11
2025-05-22,South,Taylor,Customer 37,Services,Training,39948.81,21606.18,6538.89,24,39778.01
2025-10-08,North,Casey,Customer 13,Hardware,Laptop,41922.67,14930.25,8199.2,20,44195.64
2025-05-03,South,Casey,Customer 13,Hardware,Monitor,9853.79,4235.19,1910.24,22,9445.25
2025-08-28,North,Alex,Customer 17,Services,Support,13547.83,6184.04,2077.01,12,13264.02
2025-10-07,North,Alex,Customer 42,Hardware,Dock,1837.84,846.59,320.15,1,1763.38
2026-10-12,South,Alex,Customer 33,Services,Training,1835.32,847.44,230.7,1,1903.19
2026-10-13,West,Riley,Customer 5,Software,CRM,17382.67,6673.95,1907.58,13,17110.41
2025-01-19,West,Taylor,Customer 3,Software,ERP,6540.94,2882.15,1084.02,7,6834.7
2026-11-14,West,Riley,Customer 29,Hardware,Laptop,7135.44,2520.09,1000.94,13,6832.3
2025-04-18,South,Casey,Customer 13,Hardware,Laptop,19753.35,9532.6,2818.9,8,20159.23
2025-11-18,North,Jordan,Customer 49,Hardware,Dock,3656.41,1684.18,734.6,2,3481.07
2025-12-01,West,Taylor,Customer 36,Software,ERP,21791.1,9174.65,4159.35,16,22965.53
2025-12-24,West,Casey,Customer 17,Hardware,Laptop,33419.53,16161.76,6869.38,18,35207.32
2025-08-18,South,Morgan,Customer 14,Hardware,Monitor,17063.57,7578.59,3559.21,15,17174.64
2026-10-09,South,Taylor,Customer 33,Services,Training,31407,15548.85,5688.44,17,32109.04
2026-02-02,East,Morgan,Customer 7,Services,Consulting,12511.04,4845.04,2154.94,15,12300.06
2026-06-18,West,Alex,Customer 9,Services,Consulting,7775.85,3310.43,893.02,12,7963.97
2025-04-04,West,Taylor,Customer 38,Software,Analytics,4285.18,1951,738.72,4,4382.86
2025-05-02,East,Morgan,Customer 13,Hardware,Monitor,19604.37,7543.66,2056.64,9,20306.28
2026-01-19,South,Casey,Customer 17,Hardware,Dock,10039.37,4347.02,1499.76,5,10286.87
2026-09-10,East,Morgan,Customer 20,Software,ERP,49847.82,18386.51,7437.95,23,51675.07
2025-12-25,East,Alex,Customer 42,Services,Training,16388.11,6020.12,1852.08,15,17347.99
2025-02-12,South,Riley,Customer 24,Services,Support,22064.8,10840.29,3286.2,16,22594.4
2025-12-13,South,Riley,Customer 46,Services,Consulting,15976.35,6283.61,1971.23,7,17194.51
2026-08-22,South,Jordan,Customer 36,Software,Analytics,1352.85,482.18,226.51,1,1399.14
2025-12-12,East,Jordan,Customer 24,Services,Support,42981.27,19075.13,4520.84,21,44675.72
2025-06-05,South,Riley,Customer 11,Hardware,Monitor,1250.44,577.38,248.33,1,1228.81
2026-06-23,West,Taylor,Customer 22,Software,ERP,32305.05,17170.16,4273.37,24,33271.64
2026-08-19,East,Taylor,Customer 21,Services,Consulting,29025.99,14950.79,4096.44,25,31128.78
2026-05-31,South,Taylor,Customer 7,Hardware,Laptop,49028,21249.76,6817.81,25,52790.2
2026-11-29,South,Jordan,Customer 35,Software,CRM,34831.17,18044.45,4177.61,19,36924.79
2025-04-29,West,Casey,Customer 12,Hardware,Laptop,2247.34,1159.7,348.78,3,2330.3
2026-09-21,East,Morgan,Customer 15,Hardware,Laptop,9921.41,5118.01,1648.83,19,9680.71
2025-03-21,West,Alex,Customer 40,Hardware,Monitor,14816.91,7021.08,2155.95,24,15430.16
2026-07-18,West,Alex,Customer 35,Hardware,Monitor,27888.39,13104.21,6126.89,22,27695.49
2026-09-02,West,Taylor,Customer 21,Software,ERP,42933.44,18267.42,6831.01,20,42998.52
2025-03-10,West,Taylor,Customer 22,Hardware,Dock,5307.51,2628.88,916.41,12,5261.67
2025-07-23,East,Riley,Customer 11,Hardware,Monitor,16377.51,8751.3,2938.76,7,17649.2
2026-01-11,West,Morgan,Customer 8,Services,Training,17526.42,6142.13,1783.34,22,18507.96
2026-06-23,North,Taylor,Customer 38,Software,CRM,44278.13,23272.51,5109.39,22,47647.94
2026-11-13,South,Taylor,Customer 24,Hardware,Monitor,7506.06,3115.51,808.67,8,7716.04
2025-06-02,North,Riley,Customer 12,Software,CRM,7989.44,4132.53,1337.79,14,8115.05
2026-12-01,West,Casey,Customer 3,Hardware,Monitor,22420.96,10150.5,4514.52,15,21370.83
2026-05-21,North,Alex,Customer 34,Hardware,Monitor,42265.11,19182.36,8667.97,21,42332.13
2026-09-11,North,Jordan,Customer 16,Services,Training,1135.46,544.54,147.92,1,1187.09
2026-12-23,South,Riley,Customer 30,Hardware,Monitor,23997.02,11233.27,3117.38,13,25358.74
2025-07-23,West,Casey,Customer 10,Services,Support,18564.17,7345.02,3099.3,22,18576.81
2025-11-26,East,Riley,Customer 26,Software,Analytics,48779.99,17678.12,10337.22,21,48367.46
2026-09-25,North,Casey,Customer 8,Software,CRM,1166.44,542.27,210.31,1,1207.53
2025-07-10,North,Riley,Customer 32,Software,CRM,24926.07,10447.72,4852.17,10,24081.49
2025-10-15,North,Riley,Customer 23,Software,Analytics,29479.79,11575.32,5667.43,15,31131.92
2025-03-04,East,Alex,Customer 41,Software,CRM,7129.41,3098.14,1064.62,19,6945.14
2026-05-28,South,Casey,Customer 15,Hardware,Dock,3760.48,1906,518.82,8,3642.19
2025-07-31,West,Alex,Customer 4,Software,CRM,22136.95,9700.52,3020.51,12,21047.55
2026-08-17,North,Morgan,Customer 48,Services,Training,45082.08,21787.81,9026.32,21,48618.75
2025-12-03,South,Casey,Customer 38,Software,CRM,17070.27,6860.96,2720.68,12,16661.28
2025-10-17,East,Alex,Customer 22,Software,Analytics,3618.52,1298.41,611.75,4,3550.18
2026-10-09,East,Morgan,Customer 29,Software,CRM,11107.67,4332.44,2070.36,10,11650.29
2025-07-21,North,Alex,Customer 11,Hardware,Monitor,20571.17,9204.6,3552.43,19,19930.47
2025-04-23,East,Casey,Customer 9,Hardware,Dock,5015.58,1877.3,588.38,3,5177.07
2025-12-02,West,Alex,Customer 23,Hardware,Monitor,14318.71,6336.57,1936.66,15,15445.47
2025-05-28,East,Alex,Customer 2,Hardware,Monitor,44998.81,16057.9,8300.81,18,44494.43
2025-02-06,South,Casey,Customer 5,Services,Training,6791.66,2407.71,1465.7,7,6510.07
2025-07-03,East,Alex,Customer 43,Services,Training,35948.13,15595.12,4618.25,17,37383.95
2026-12-20,South,Riley,Customer 1,Services,Consulting,16394.67,8201.61,2966.11,8,15595.66
2025-06-01,East,Taylor,Customer 1,Hardware,Dock,50835.09,18495.29,10458.88,22,53295.86
2025-06-23,North,Morgan,Customer 27,Software,CRM,25429.15,12323.57,3949.81,16,25133.32
2026-01-17,West,Riley,Customer 13,Software,Analytics,47660.46,24598.35,8302.56,23,50801.82
2026-10-04,North,Casey,Customer 32,Services,Training,3122.39,1247.97,609.7,15,3331.02
2025-07-22,East,Jordan,Customer 27,Software,CRM,26929.93,12119.71,5194.91,16,28833.15
2026-02-05,North,Riley,Customer 17,Services,Consulting,10340.67,5010.15,1693.19,6,10856.92
2026-11-07,West,Morgan,Customer 14,Hardware,Dock,36554.35,19060.49,3872.25,16,37473.57
2025-11-03,North,Casey,Customer 13,Software,Analytics,16036.23,6126.43,3370.8,10,15422.26
2026-06-27,South,Morgan,Customer 9,Hardware,Dock,12743.2,6180.49,1308.85,6,12899.59
2026-05-19,East,Casey,Customer 5,Software,ERP,9598.56,4656.72,1212.5,20,10132.29
2026-09-27,West,Taylor,Customer 21,Services,Training,15861.64,7508.5,3099.74,11,15463.19
2026-07-14,East,Riley,Customer 30,Software,Analytics,9280.13,4676.6,1141.95,11,9699.23
2025-10-14,East,Taylor,Customer 30,Hardware,Laptop,15514.21,7654.74,2908.34,24,16325.89
2025-06-18,South,Riley,Customer 49,Hardware,Dock,16938.62,6514.17,3690.13,7,17624.23
2025-02-28,East,Alex,Customer 47,Services,Consulting,4696.14,2384.89,571.36,2,4707.11
2025-08-13,East,Alex,Customer 45,Services,Training,7198.75,3446.11,1100.94,3,6967.36
2026-08-27,West,Taylor,Customer 22,Hardware,Monitor,22850.56,11443.49,4013.19,15,21719.68
2026-06-23,South,Alex,Customer 46,Software,Analytics,10153.92,4423.27,1089.02,6,10326.54
2025-05-25,East,Casey,Customer 25,Services,Support,16232.08,6778.79,3143.83,25,16231.04
2026-04-04,West,Casey,Customer 22,Software,ERP,3793.38,1458.31,715.03,3,4080.02
2025-03-10,West,Morgan,Customer 22,Software,Analytics,36345.59,13875.41,7832.25,16,37157.65
2026-06-15,North,Riley,Customer 6,Hardware,Monitor,18115.85,9567.17,2203.9,8,18334.8
2025-03-02,North,Alex,Customer 7,Software,Analytics,11023.32,5038.46,1316.11,16,11810.86
2026-02-19,North,Morgan,Customer 3,Software,Analytics,2452.24,1090.75,445.32,3,2630.54
2025-03-18,South,Morgan,Customer 48,Services,Support,10217.09,3823.55,1159.28,15,10159.08
2026-06-18,West,Morgan,Customer 12,Hardware,Laptop,18415.84,10019.6,3085.25,14,18849.07
2026-04-15,North,Morgan,Customer 30,Hardware,Monitor,4431.27,2331.68,667.85,2,4743.76
2026-08-09,East,Casey,Customer 18,Services,Consulting,12455.67,4470.94,1282.83,10,12601.78
2025-05-22,East,Morgan,Customer 50,Services,Training,2967.49,1296.37,411.95,4,3016.26
2025-02-01,East,Casey,Customer 3,Software,ERP,41353.65,21206.15,5352.52,21,44209.33
2026-04-06,North,Morgan,Customer 6,Services,Consulting,49055.15,24131.73,6379.02,24,49657.1
2026-08-19,East,Morgan,Customer 11,Software,CRM,1575.58,597.28,276.6,3,1506.15
2026-10-17,East,Casey,Customer 30,Hardware,Monitor,2887.88,1151.31,486.05,6,3026.36
2026-11-30,West,Alex,Customer 38,Services,Support,8969.91,3256.81,1816.74,14,9236.07
2025-10-20,East,Morgan,Customer 29,Services,Support,33785.73,12174.59,5890.77,15,33702.53
2026-02-08,North,Jordan,Customer 28,Services,Consulting,12151.39,4775.43,1405.51,19,12889.84
2025-08-10,North,Riley,Customer 18,Services,Support,8143.4,4386.8,1595.38,6,8503.56
2025-02-12,West,Casey,Customer 14,Hardware,Dock,10814.02,5027.91,1479.72,8,11527.65
2025-11-24,West,Riley,Customer 36,Software,CRM,21679.74,9552.88,3547.55,13,21408.8
2025-08-19,East,Alex,Customer 27,Services,Support,9667.54,4906.9,1595.74,10,10243.74
2026-09-30,South,Alex,Customer 37,Software,Analytics,45690.72,24957.94,6069.23,25,44029.01
2025-04-29,East,Riley,Customer 47,Software,ERP,2391.86,1214.03,484.6,6,2516.4
2025-03-15,East,Morgan,Customer 18,Services,Consulting,59497.78,24358.57,10427.35,24,58972.56
2025-09-26,South,Alex,Customer 8,Services,Consulting,10252.52,4522.82,2146.37,8,10578.18
2026-11-08,East,Taylor,Customer 18,Hardware,Laptop,2924.14,1077.72,390.59,2,2901.66
2025-12-18,East,Morgan,Customer 50,Hardware,Monitor,6223.53,3283.13,1366.89,9,6591.05
2025-09-19,North,Casey,Customer 29,Hardware,Laptop,44659.9,17690.64,4602.33,18,42782.74
2025-05-23,North,Taylor,Customer 40,Software,CRM,9078.4,4813.98,1606.37,7,9244.8
2025-01-16,West,Riley,Customer 35,Services,Training,3522.17,1711.38,495.88,3,3521.1
2026-11-23,North,Alex,Customer 11,Hardware,Monitor,7492.63,4025.19,1636.33,4,7896.37
2025-04-18,South,Taylor,Customer 25,Software,CRM,6262.95,2796,638.43,21,6680.78
2025-06-14,South,Riley,Customer 4,Services,Training,20540.67,7653.77,3365.16,23,22063.88
2025-03-01,East,Riley,Customer 22,Services,Training,7673.73,3196.61,1326.55,10,8199.22
2026-01-05,East,Riley,Customer 43,Hardware,Laptop,8922.99,4570.25,1959.89,20,9470.48
2025-11-18,South,Riley,Customer 50,Services,Consulting,13477.54,5831.57,2551.67,14,14172.11
2026-07-10,East,Alex,Customer 2,Hardware,Dock,2699.6,1464.23,455.25,7,2614.36
2025-12-16,West,Taylor,Customer 30,Hardware,Dock,42313.7,18570.38,6532.29,17,44469.07
2025-09-10,North,Taylor,Customer 2,Services,Training,25848.77,11338.52,2881.4,14,26067.33
2026-07-03,South,Morgan,Customer 48,Software,Analytics,50241.43,19833.53,9804.02,21,52202.48
2025-05-22,West,Morgan,Customer 50,Services,Consulting,5422.79,2507.13,961.38,4,5641.51
2025-11-23,North,Jordan,Customer 25,Software,CRM,62023.6,29304.01,7802.21,25,59504.29
2025-07-12,West,Jordan,Customer 3,Services,Support,3986.27,2110.67,779.73,3,3869.5
2026-07-12,East,Morgan,Customer 43,Hardware,Dock,4305.72,2304.36,488.77,2,4215.89
2025-10-26,South,Jordan,Customer 36,Software,ERP,11912.09,6328.61,1555.52,5,12307.63
2026-04-07,East,Morgan,Customer 12,Services,Training,5461.8,1973.74,753.11,7,5754.27
2025-12-31,North,Alex,Customer 46,Software,Analytics,1800.12,869.29,236.24,1,1877
2025-08-15,North,Riley,Customer 5,Hardware,Monitor,1425.46,780.42,198.88,1,1407.58
2026-12-15,South,Morgan,Customer 47,Software,Analytics,24879.98,11011.24,3882.03,13,25780.39
2025-02-01,West,Morgan,Customer 33,Software,Analytics,23556.92,10295.8,4241.82,18,23897.33
2026-02-18,East,Taylor,Customer 45,Services,Training,2917.84,1343.61,602.62,2,3116.97
2026-08-01,North,Jordan,Customer 21,Services,Training,32863.58,11977.13,6860.74,15,34650.18
2026-01-26,North,Casey,Customer 15,Software,CRM,30019.54,15175.53,4492.38,20,31127.02
2025-04-30,West,Riley,Customer 47,Hardware,Monitor,44860.78,24355.39,4975.12,18,45433.64
2026-09-19,South,Morgan,Customer 47,Hardware,Monitor,33232.11,15880.04,4482.7,24,34521.88
2025-05-17,East,Jordan,Customer 44,Software,Analytics,2260.96,1119.78,438.01,1,2349.66
2025-11-20,South,Morgan,Customer 14,Software,CRM,3965.94,1933.52,561.43,13,3779.03
2026-08-19,East,Jordan,Customer 20,Services,Training,15088.98,5987.47,2192.49,8,15426.62
2025-01-12,West,Taylor,Customer 46,Services,Consulting,19324.46,9517.09,1954.01,24,20202.63
2025-09-19,South,Taylor,Customer 25,Hardware,Dock,13254.96,5549.05,2740.36,6,13104.83
2026-08-29,West,Alex,Customer 33,Hardware,Monitor,8276.19,3786.44,1804.08,7,8341.99
2025-12-12,East,Casey,Customer 25,Software,Analytics,13339.2,5075.57,2235.29,24,14026.01
2026-02-02,South,Morgan,Customer 50,Services,Consulting,14187.63,5191.84,2151.94,8,13814.44
2025-07-17,South,Casey,Customer 44,Services,Support,1385.65,493.91,252.07,2,1407.56
2026-10-23,West,Riley,Customer 49,Hardware,Dock,9313.8,3686.22,1334.76,5,9769.33
2025-11-27,East,Riley,Customer 45,Software,ERP,3985.16,1950.12,695.96,8,4000.58
2026-10-09,North,Riley,Customer 18,Software,Analytics,1942.86,712.69,388.55,8,1979.79
2025-12-11,East,Morgan,Customer 47,Services,Consulting,12080.81,5228.83,2538.61,23,12500.26
2025-11-10,North,Riley,Customer 49,Hardware,Laptop,5633.34,3004.39,743.69,3,5982.38
2026-05-26,East,Jordan,Customer 8,Software,CRM,3320.27,1794.86,631.11,2,3195.76
2026-12-27,East,Alex,Customer 22,Hardware,Monitor,4934.97,2526.29,1076.69,2,5184.36
2025-06-15,West,Riley,Customer 47,Services,Training,12357.69,6449.68,1850.45,18,12014.18
2025-05-22,South,Riley,Customer 35,Software,CRM,14527.81,6118.41,2307.68,9,15305.05
2025-10-15,South,Taylor,Customer 46,Services,Consulting,14810.23,7303,2166.91,8,15347.86
2026-05-14,South,Riley,Customer 24,Software,Analytics,22658,11286.18,3159.15,16,22319.83
2026-01-25,East,Morgan,Customer 9,Hardware,Laptop,22092.78,10877.51,2566.99,22,21759.42
2025-04-11,West,Casey,Customer 44,Services,Training,10037.32,4840.69,1856.65,12,10717.24
2026-06-06,North,Alex,Customer 14,Hardware,Monitor,4398,2347.46,714.01,6,4517.37
2026-01-21,East,Morgan,Customer 25,Hardware,Laptop,14612.87,5764,2208.49,8,15341.48
2026-10-01,North,Morgan,Customer 39,Hardware,Monitor,51275.02,27850.41,10023.79,22,52499.1
2025-11-02,East,Casey,Customer 10,Hardware,Monitor,2742.25,1433.93,274.23,9,2823.56
2026-09-27,South,Morgan,Customer 27,Hardware,Laptop,3740.81,1775.71,541.09,3,3784.83
2025-02-19,East,Casey,Customer 26,Hardware,Dock,5735.14,2515.81,817.83,8,5772.95
2026-12-08,East,Riley,Customer 11,Services,Consulting,5405.14,2418.78,823.9,3,5370.84
2025-11-15,East,Alex,Customer 30,Services,Training,26326.96,13235.41,3415.41,24,26270.6
2025-11-25,West,Jordan,Customer 47,Software,ERP,7741.22,2719.15,1445.61,4,8271.13
2025-03-23,South,Casey,Customer 36,Software,CRM,16214.38,8681.18,2953.93,10,16502.39
2026-03-29,North,Jordan,Customer 33,Services,Training,5445.41,2573.12,685.46,25,5256.12
2026-05-22,West,Casey,Customer 47,Hardware,Laptop,37805.75,19669.72,5138.41,21,40274.46
2026-04-04,East,Riley,Customer 26,Services,Support,589.88,252.42,110.15,1,567.57
2025-01-16,North,Riley,Customer 36,Services,Support,21479.53,9736.45,4136.99,12,20498.58
2026-11-15,West,Taylor,Customer 27,Hardware,Dock,26402.07,12781.18,4923.89,12,27901.11
2025-02-14,West,Jordan,Customer 22,Services,Support,9993.02,3967.69,1260.77,4,10653.21
2026-01-01,North,Casey,Customer 24,Hardware,Dock,36877.68,18861.95,7738.79,15,39053.86
2026-01-20,South,Casey,Customer 42,Services,Support,51058.38,21858.83,6360.82,21,52738.52
2026-06-03,South,Morgan,Customer 37,Software,CRM,31956.48,13516.65,4346.06,13,34132.84
2025-05-06,East,Morgan,Customer 47,Hardware,Monitor,2192.46,1030.13,389.81,1,2356.46
2026-12-26,South,Riley,Customer 50,Hardware,Dock,32242.7,17640.18,3921.17,16,31799.73
2025-04-07,South,Jordan,Customer 10,Software,ERP,8164.63,3254.25,1173.61,18,8260.77
2025-09-02,East,Taylor,Customer 46,Software,Analytics,13591.11,5631.84,2922.54,6,14127.55
2026-04-10,East,Alex,Customer 1,Hardware,Dock,5676.59,2559.19,885.4,3,5847.59
2025-08-20,South,Alex,Customer 19,Hardware,Laptop,4226.2,2060.82,727.57,2,4133.54
2025-07-12,East,Morgan,Customer 26,Software,ERP,18720.75,9663.91,2333.78,9,20016.26
2026-03-30,West,Alex,Customer 27,Services,Consulting,13054.57,4847.41,1756.18,10,13545.6
2025-06-02,East,Taylor,Customer 5,Hardware,Monitor,26093.61,9466.23,5150.52,13,26459.65
2025-10-31,South,Alex,Customer 35,Hardware,Laptop,45527,20221.86,7679.16,19,44071.11
2026-05-27,South,Taylor,Customer 45,Services,Support,2032.22,987.26,346.4,10,2144.11
2025-03-29,South,Alex,Customer 18,Software,ERP,25880.13,13368.42,3180.56,11,27376.82
2026-09-25,West,Taylor,Customer 34,Hardware,Laptop,12129.81,4372.43,2197.32,5,12775.97
2025-04-20,South,Riley,Customer 40,Services,Support,5353.91,2590.17,780.71,17,5342.42
2025-12-09,South,Riley,Customer 24,Software,ERP,5576.77,2810.04,1205.83,8,5709.57
2026-03-23,West,Casey,Customer 17,Software,CRM,4810.8,2357.67,923.09,19,5144.14
2026-03-20,South,Alex,Customer 25,Services,Support,17511.52,8377.14,3076.29,24,18829.29
2026-06-15,West,Jordan,Customer 7,Software,CRM,7915.64,2874.44,1023.09,15,8083.91
2026-04-10,South,Taylor,Customer 10,Software,CRM,19365.04,8929.9,3515.19,13,19934.48
2025-12-10,West,Casey,Customer 39,Hardware,Laptop,31278.44,13777.97,3624.98,22,32366.01
2026-12-21,South,Morgan,Customer 29,Software,ERP,12979.42,6776.19,2522.1,10,13893.24
2026-07-11,North,Taylor,Customer 45,Hardware,Monitor,8435.49,4292.99,1457.04,7,8873.05
2026-10-18,East,Casey,Customer 22,Hardware,Laptop,43876.82,20863.21,6476.07,20,42705.41
2026-04-23,South,Taylor,Customer 47,Software,ERP,38155.97,20280.62,7017.42,20,36565.14
2026-04-14,East,Taylor,Customer 45,Services,Support,21281.75,9819.97,2611.16,11,21293.56
2025-03-16,South,Morgan,Customer 22,Hardware,Monitor,10295.45,4255.17,1767.45,5,10528.34
2025-02-14,South,Casey,Customer 45,Services,Consulting,2351.04,881.69,375.73,8,2261.31
2026-10-13,West,Morgan,Customer 43,Software,CRM,5334.68,2453.5,922.08,3,5146.43
2026-10-06,East,Jordan,Customer 7,Services,Support,37020.65,17709.26,5073.1,22,37007.41
2025-03-09,West,Casey,Customer 11,Services,Support,29408.83,14506.48,4095.82,21,28147.65
2025-12-31,North,Morgan,Customer 25,Services,Support,7522.55,2762.67,1370.59,23,7282.68
2026-09-24,East,Casey,Customer 47,Services,Support,35189.21,15445.86,3857.14,16,37329.89
2025-05-09,South,Morgan,Customer 22,Hardware,Laptop,10873.15,5806.34,1301.4,11,11503.19
2026-06-27,South,Alex,Customer 36,Hardware,Monitor,22419.13,12067.33,3584.82,21,23836.56
2025-05-24,South,Riley,Customer 3,Software,Analytics,35035.26,17538.7,3894.6,21,34758.37
2025-03-19,North,Jordan,Customer 17,Hardware,Dock,23939.87,12177.05,4727.72,11,24121.88
2026-03-05,North,Riley,Customer 18,Services,Training,12795.13,6897.89,2150.1,13,12513.54
2025-12-31,East,Jordan,Customer 32,Services,Support,6532.82,2872.76,776.44,3,6448.82
2026-02-02,East,Casey,Customer 7,Software,CRM,12175.12,4303.37,1958.37,5,11890.55
2025-06-04,East,Morgan,Customer 15,Hardware,Dock,1906.84,947.63,289.9,1,2039.19
2026-04-08,South,Alex,Customer 33,Services,Support,3078.88,1078.82,673.33,8,2998.09
2025-04-19,South,Jordan,Customer 33,Services,Training,24896.07,12561.01,3803.9,12,25272.21
2026-10-18,West,Jordan,Customer 15,Hardware,Monitor,2575.65,1386.27,524.36,7,2772.1
2025-02-09,North,Jordan,Customer 4,Services,Consulting,9323.41,4494.68,1743.29,5,9404.92
2026-11-25,East,Alex,Customer 13,Services,Training,20438.79,11175.03,4276.34,16,20905.19
2025-12-07,North,Riley,Customer 23,Services,Training,18229.61,9616.96,3832.74,10,17905.37
2025-08-29,North,Casey,Customer 25,Hardware,Laptop,5232.62,2671.44,1052.15,8,5639.01
2026-01-04,West,Riley,Customer 35,Software,CRM,30977.15,16838.03,3323.61,13,29561.97
2025-11-29,West,Riley,Customer 31,Hardware,Dock,21678.97,7830.44,3204.41,14,21932.39
2026-03-26,West,Alex,Customer 46,Software,ERP,20491.23,7377.45,2573.06,17,20231.74
2026-10-17,West,Jordan,Customer 34,Hardware,Monitor,8624.43,4470.44,1602.38,11,9133.42
2025-09-17,South,Riley,Customer 13,Software,ERP,11320,5881.34,1752.63,11,10878.34
2026-09-14,South,Casey,Customer 9,Software,ERP,38173.2,17989.04,7680.17,24,38385.01
2026-02-12,West,Taylor,Customer 7,Services,Training,15637.84,7151.96,2180.31,13,16751.76
2026-03-29,East,Riley,Customer 48,Hardware,Laptop,30645.32,13968.13,5798.74,13,30778.81
2026-03-23,West,Taylor,Customer 21,Services,Training,9416.15,3792.66,1353.61,5,9825.76
2026-02-16,West,Alex,Customer 49,Services,Consulting,24494.51,10179.86,3269.15,12,23489.19
2025-10-28,East,Riley,Customer 34,Software,CRM,10658.25,4157.86,1695.12,7,10960.09
2026-04-04,West,Casey,Customer 27,Hardware,Dock,20167.79,8241.03,2834.32,9,21180.02
2025-02-07,South,Riley,Customer 22,Services,Training,13337.9,7201.19,1851.7,14,13688.61
2026-02-18,West,Casey,Customer 35,Services,Support,15592.54,8085.96,3240.59,7,16042.83
2025-11-01,East,Jordan,Customer 49,Services,Consulting,24508.6,9072.5,3631.24,11,23775.46
2025-06-28,South,Riley,Customer 41,Services,Training,7764.22,3018.42,1411.35,17,7943.08
2025-10-08,West,Casey,Customer 10,Services,Consulting,36245.66,16036.86,5367.88,18,38944.33
2026-08-05,East,Morgan,Customer 4,Software,ERP,3742.3,1689.2,492.03,2,3565.11
2026-03-06,West,Jordan,Customer 7,Hardware,Dock,10954.04,5806.92,1850.84,13,11746.38
2025-03-18,South,Morgan,Customer 11,Services,Support,20159.42,7907.16,2786.8,18,20011.32
2025-12-04,West,Casey,Customer 28,Hardware,Dock,28308.67,10769.1,5461.86,14,29143.11
2026-11-25,South,Taylor,Customer 15,Hardware,Laptop,30274.83,16258.46,5927.71,14,30986.17
2025-08-11,West,Taylor,Customer 5,Hardware,Dock,5090.67,2749.96,770.99,21,5325.06
2026-02-15,East,Riley,Customer 13,Software,ERP,51315.78,26860.37,11248.22,21,50248.33
2026-05-04,West,Taylor,Customer 39,Services,Support,29495.88,14268.28,6308.61,14,30700.5
2026-10-25,North,Morgan,Customer 36,Services,Consulting,28724.38,12724.48,3499.69,15,30859.03
2025-11-13,West,Riley,Customer 19,Software,Analytics,15880.42,5866.33,2042.3,25,16948.16
2026-03-13,North,Alex,Customer 15,Software,Analytics,16915.36,8817.88,3164.29,23,16636.44
2025-08-07,North,Casey,Customer 45,Hardware,Dock,29534.58,11102.09,5200.27,14,31849.95
2025-09-26,South,Taylor,Customer 1,Services,Support,2661.01,1441.94,305.41,7,2589.42
2025-10-19,West,Jordan,Customer 22,Software,Analytics,2037.03,901.91,282.18,1,2116.22
2026-12-29,West,Alex,Customer 15,Services,Training,11540.64,6042.88,1875.07,15,12247.79
2026-10-28,North,Alex,Customer 6,Services,Support,49881.3,21441.98,6827,22,52693.02
2025-05-07,North,Casey,Customer 28,Hardware,Laptop,19851.76,10897.52,4147.91,9,19238.55
2026-12-05,South,Casey,Customer 6,Services,Support,2166.89,1003.3,445.44,2,2312.32
2026-02-05,South,Alex,Customer 26,Hardware,Monitor,6517.98,3379.05,816.8,3,6408.18
2026-07-18,North,Jordan,Customer 12,Software,CRM,8323.43,4130.43,1034.52,5,7954.51
2026-04-24,West,Alex,Customer 29,Software,CRM,29438.82,15103.87,6033.91,17,28021.46
2026-05-31,South,Morgan,Customer 42,Hardware,Dock,51151.19,23439.34,5321.85,25,52777.1
2026-07-11,East,Taylor,Customer 9,Hardware,Dock,46149.4,19575.05,5611.27,24,48816.91
2025-11-23,East,Morgan,Customer 9,Software,CRM,27556.31,10597.89,5954.34,15,26371.94
2025-01-09,South,Morgan,Customer 26,Hardware,Dock,1700.09,765.09,320.95,1,1651.88
2025-12-08,East,Riley,Customer 20,Software,ERP,16746.5,8045.91,2784.79,23,17517.38
2026-07-18,South,Riley,Customer 40,Hardware,Laptop,9928.32,4969.7,1188.27,6,10496.67
2026-11-26,South,Jordan,Customer 20,Software,CRM,11384.9,4630.79,2112.65,16,11322.65
2026-02-10,North,Casey,Customer 38,Services,Training,8680.57,3526.53,1662.29,4,9230.86
2026-05-31,South,Alex,Customer 37,Software,CRM,2314.69,1123.46,460.38,1,2396.03
2026-07-31,South,Jordan,Customer 31,Hardware,Laptop,25069.96,11757.85,3682.32,25,23999
2025-01-01,South,Taylor,Customer 5,Services,Support,7871.95,3658.69,1209.17,20,8344.51
2025-11-01,East,Riley,Customer 45,Software,CRM,2872.01,1336.56,296.61,2,2843.45
2025-06-16,West,Alex,Customer 3,Software,Analytics,14931.6,7491.4,2096.34,15,14247.75
2025-08-28,North,Jordan,Customer 45,Services,Training,6384.37,3070.75,999.29,19,6730.98
2026-04-02,North,Morgan,Customer 1,Hardware,Monitor,24381.48,12253.1,5035.66,17,23606.96
